predicted_yost_label,CD8.c01.Tn.MAL,CD8.c02.Tm.IL7R,CD8.c03.Tm.RPS12,CD8.c04.Tm.CD52,CD8.c05.Tem.CXCR5,CD8.c06.Tem.GZMK,CD8.c07.Temra.CX3CR1,CD8.c08.Tk.TYROBP,CD8.c09.Tk.KIR2DL4,CD8.c10.Trm.ZNF683,CD8.c11.Tex.PDCD1,CD8.c12.Tex.CXCL13,CD8.c13.Tex.myl12a,CD8.c14.Tex.TCF7,CD8.c15.ISG.IFIT1,CD8.c16.MAIT.SLC4A10,CD8.c17.Tm.NME1
CD8_act,0.20331916940591677,0.2606429888559288,0.0,0.001282770784895374,0.028581736550950053,0.01627515433336006,0.12298564900184399,0.11581014992383548,0.05375611320452177,0.01551350917982843,4.008658702798044e-05,0.00036077928325182394,0.0,8.017317405596088e-05,0.004850477030385633,0.1757796841176942,0.0007215585665036479
CD8_eff,0.18962750232283132,0.1104400709519385,0.0003800996705802855,0.01355688825069685,0.006081594729284568,4.223329673114283e-05,0.23570402905650814,0.01668215220880142,0.1066813075428668,0.03877016639918912,0.02175014781653856,0.05874651575301968,0.010769490666441422,0.0627164456457471,0.004730129233887997,0.10097981248416252,0.02234141397077456
CD8_ex,0.0,0.08397558183899276,0.002441816100724914,0.035902327355971,0.006371613887829073,0.0049599389545974815,0.1684853109500191,0.03517741320106829,0.16291491797024035,0.16531858069439145,0.059404807325448304,0.23948874475391072,0.00030522701259061424,0.004273178176268599,0.02766119801602442,0.0019839755818389926,0.0013353681800839375
CD8_ex_act,0.09366099225011591,0.12512419686030338,0.0004636682784659204,0.004040537855203021,0.06272769424388952,0.05828972643571571,0.0214612174604226,0.06239650261641386,0.018149301185666027,0.019010399417102735,0.20606743061535404,0.17182221633437106,0.0014572431608928925,0.12254090216599324,0.016029674769821818,0.011989136914618798,0.004769159435649466
CD8_mem,0.07731845216242014,0.059549159262794624,0.0002937073206549673,0.06204567148836185,0.09156325721418607,0.23918789925838901,0.1182906233937881,0.0775020192378295,0.003120640281959028,0.007526250091783537,0.1594463617005654,0.014318231881929657,0.0040017622439239295,0.003818195168514575,0.07423452529554299,0.00014685366032748365,0.00763639033702915
