model,encoder,n_cells_probed,n_batches_probed,n_batch_changed,batch_changed_fraction,probe_seed,probe_indices_sha256,max_abs_dz_perm_batch,max_abs_dz_none_batch,mean_l2_drift_perm
scAtlasVAE,batch-invariant F(X),8000,45,8000,1.0,0,86587fa9db6fb4bc86d3e922df498830cc9e84cd19e5da665f199c20a88ce1d7,0.0,0.0,0.0
